date,regime,rank,code,name,score,price,change_pct,vol_percentile
2026-06-23,UPTREND,18,015760,한국전력,55.52,36250,-4.61,0.745
2026-06-23,UPTREND,19,316140,우리금융지주,55.12,29450,-1.34,0.766
2026-06-23,UPTREND,20,010120,LS ELECTRIC,55.12,232500,-5.1,0.674
2026-06-25,UPTREND,1,006800,미래에셋증권,87.31,43450,4.07,0.881
2026-06-25,UPTREND,2,000990,DB하이텍,86.01,158000,3.67,0.582
2026-06-25,UPTREND,3,005930,삼성전자,81.15,358500,5.29,1.0
2026-06-25,UPTREND,4,047040,대우건설,79.54,19860,1.95,0.918
2026-06-25,UPTREND,5,032830,삼성생명,77.83,447000,3.23,0.44
2026-06-25,UPTREND,6,015760,한국전력,72.7,38800,5.58,0.784
2026-06-25,UPTREND,7,290650,엘앤씨바이오,72.37,97100,3.08,0.41
2026-06-25,UPTREND,8,007660,이수페타시스,68.09,109600,2.14,0.56
2026-06-25,UPTREND,9,279570,케이뱅크,66.79,6140,4.6,0.836
2026-06-25,UPTREND,10,003490,대한항공,66.65,29100,6.4,0.888
2026-06-25,UPTREND,11,009150,삼성전기,66.13,1997000,1.68,0.545
2026-06-25,UPTREND,12,141080,리가켐바이오,65.47,155800,2.1,0.403
2026-06-25,UPTREND,13,035720,카카오,64.22,34250,0.74,0.739
2026-06-25,UPTREND,14,067310,하나마이크론,62.42,48600,0.73,0.799
2026-06-25,UPTREND,15,002990,금호건설,62.28,5100,5.26,0.955
2026-06-25,UPTREND,16,000660,SK하이닉스,61.8,2917000,13.06,0.91
2026-06-25,UPTREND,17,475150,SK이터닉스,58.52,49050,29.93,0.933
2026-06-25,UPTREND,18,196170,알테오젠,56.99,375000,0.94,0.575
2026-06-25,UPTREND,19,402340,SK스퀘어,56.96,1899000,5.56,0.724
2026-06-25,UPTREND,20,036930,주성엔지니어링,56.37,166900,-8.5,0.791
2026-06-26,UPTREND,1,012200,계양전기,81.07,5610,3.51,0.936
2026-06-26,UPTREND,2,240810,원익IPS,64.71,163800,5.88,0.792
2026-06-26,UPTREND,3,047040,대우건설,62.42,18190,-8.41,0.928
2026-06-26,UPTREND,4,010140,삼성중공업,61.96,23000,-3.36,0.904
2026-06-26,UPTREND,5,000660,SK하이닉스,61.18,2673000,-8.36,0.912
2026-06-26,UPTREND,6,066570,LG전자,60.01,195900,-3.5,0.728
2026-06-26,UPTREND,7,028050,삼성E&A,58.75,41450,-4.05,0.672
2026-06-26,UPTREND,8,034020,두산에너빌리티,58.45,81100,-7.63,0.864
2026-06-26,UPTREND,9,015760,한국전력,58.34,37100,-4.38,0.816
2026-06-26,UPTREND,10,032820,우리기술,57.96,11170,-8.44,0.848
2026-06-26,UPTREND,11,088980,맥쿼리인프라,57.67,10590,-1.49,0.84
2026-06-26,UPTREND,12,036930,주성엔지니어링,57.04,165600,-0.78,0.76
2026-06-26,UPTREND,13,009150,삼성전기,56.75,1993000,-0.2,0.608
2026-06-26,UPTREND,14,032580,피델릭스,56.54,4480,-10.93,0.72
2026-06-26,UPTREND,15,089970,브이엠,56.41,107600,7.6,0.664
2026-06-26,UPTREND,16,069540,빛과전자,56.18,2100,-11.21,0.96
2026-06-26,UPTREND,17,003490,대한항공,56.1,28050,-3.61,0.752
2026-06-26,UPTREND,18,067310,하나마이크론,54.97,48600,0.0,0.744
2026-06-26,UPTREND,19,086520,에코프로,54.85,95400,-6.47,0.656
2026-06-26,UPTREND,20,097230,HJ중공업,54.65,20650,0.98,0.48
2026-06-29,UPTREND,1,010170,대한광통신,88.35,13540,3.52,0.941
2026-06-29,UPTREND,2,035420,NAVER,87.35,204000,3.87,0.596
2026-06-29,UPTREND,3,005380,현대차,86.36,497000,3.43,0.64
2026-06-29,UPTREND,4,015760,한국전력,84.46,38250,3.1,0.765
2026-06-29,UPTREND,5,009150,삼성전기,74.89,2038000,2.26,0.493
2026-06-29,UPTREND,6,000270,기아,69.17,140600,3.92,0.485
2026-06-29,UPTREND,7,105560,KB금융,68.24,153700,2.95,0.676
2026-06-29,UPTREND,8,403870,HPSP,67.55,53700,1.9,0.934
2026-06-29,UPTREND,9,272210,한화시스템,66.75,77500,5.3,0.419
2026-06-29,UPTREND,10,007660,이수페타시스,64.83,109700,1.76,0.632
2026-06-29,UPTREND,11,316140,우리금융지주,64.7,29100,2.65,0.757
2026-06-29,UPTREND,12,011200,HMM,64.08,19220,4.97,0.581
2026-06-29,UPTREND,13,003490,대한항공,63.78,28350,1.07,0.75
2026-06-29,UPTREND,14,088350,한화생명,63.28,4540,2.71,0.846
2026-06-29,UPTREND,15,005930,삼성전자,62.62,323000,-4.86,1.0
2026-06-29,UPTREND,16,000660,SK하이닉스,61.63,2628000,-1.68,0.919
2026-06-29,UPTREND,17,047040,대우건설,61.23,19810,8.91,0.956
2026-06-29,UPTREND,18,024110,기업은행,60.82,20150,2.49,0.647
2026-06-29,UPTREND,19,028050,삼성E&A,60.26,47650,14.96,0.831
2026-06-29,UPTREND,20,086520,에코프로,60.23,118000,23.69,0.824
2026-06-30,UPTREND,1,005930,삼성전자,96.7,334000,3.41,0.984
2026-06-30,UPTREND,2,105560,KB금융,88.96,159000,3.45,0.711
2026-06-30,UPTREND,3,402340,SK스퀘어,88.69,1697000,3.48,0.719
2026-06-30,UPTREND,4,066570,LG전자,87.43,203000,3.2,0.695
2026-06-30,UPTREND,5,475150,SK이터닉스,76.45,51700,3.4,0.953
2026-06-30,UPTREND,6,007660,이수페타시스,71.18,115400,5.2,0.727
2026-06-30,UPTREND,7,000660,SK하이닉스,68.68,2650000,0.84,0.898
2026-06-30,UPTREND,8,001740,SK네트웍스,66.7,10050,5.24,0.914
2026-06-30,UPTREND,9,006340,대원전선,64.36,10310,5.2,0.922
2026-06-30,UPTREND,10,047040,대우건설,61.36,18840,-4.9,0.875
2026-06-30,UPTREND,11,010120,LS ELECTRIC,60.73,238000,6.25,0.648
2026-06-30,UPTREND,12,093370,후성,60.29,20050,7.22,0.945
2026-06-30,UPTREND,13,002990,금호건설,59.54,11190,29.97,0.992
2026-06-30,UPTREND,14,028050,삼성E&A,59.25,47600,-0.1,0.734
2026-06-30,UPTREND,15,036930,주성엔지니어링,58.48,201000,13.82,0.852
2026-06-30,UPTREND,16,009150,삼성전기,58.38,2184000,7.16,0.688
2026-06-30,UPTREND,17,138930,BNK금융지주,57.28,17050,0.71,0.586
2026-06-30,UPTREND,18,086520,에코프로,55.12,106600,-9.66,0.781
2026-06-30,UPTREND,19,010170,대한광통신,54.93,13200,-2.51,0.906
2026-06-30,UPTREND,20,222800,심텍,54.52,148700,19.63,0.68
2026-07-02,UPTREND,1,003490,대한항공,85.95,28550,2.7,0.91
2026-07-02,UPTREND,2,105560,KB금융,85.29,165000,4.1,0.714
2026-07-02,UPTREND,3,086790,하나금융지주,82.73,120800,3.78,0.511
2026-07-02,UPTREND,4,316140,우리금융지주,81.01,30200,2.9,0.707
2026-07-02,UPTREND,5,064400,LG씨엔에스,80.93,78300,2.76,0.752
2026-07-02,UPTREND,6,011200,HMM,79.36,19100,2.36,0.594
2026-07-02,UPTREND,7,000270,기아,77.97,145200,2.61,0.579
2026-07-02,UPTREND,8,010960,삼호개발,76.97,4370,3.19,0.977
2026-07-02,UPTREND,9,138930,BNK금융지주,76.96,18130,4.68,0.586
2026-07-02,UPTREND,10,015760,한국전력,69.15,38150,1.46,0.737
2026-07-02,UPTREND,11,035720,카카오,68.25,35250,1.29,0.692
2026-07-02,UPTREND,12,035420,NAVER,64.3,199900,1.27,0.549
2026-07-02,UPTREND,13,055550,신한지주,64.18,102200,6.02,0.662
2026-07-02,UPTREND,14,078930,GS,63.74,76900,5.34,0.406
2026-07-02,UPTREND,15,006360,GS건설,61.09,29650,-1.5,0.85
2026-07-02,UPTREND,16,043260,성호전자,60.58,21900,-28.43,0.955
2026-07-02,UPTREND,17,058470,리노공업,59.07,75100,-8.08,0.729
2026-07-02,UPTREND,18,066570,LG전자,59.01,192300,-0.52,0.677
2026-07-02,UPTREND,19,161890,한국콜마,57.87,113700,6.46,0.556
2026-07-02,UPTREND,20,036930,주성엔지니어링,57.5,227500,-5.99,0.827
2026-07-03,UPTREND,1,138930,BNK금융지주,87.94,18780,3.59,0.693
2026-07-03,UPTREND,2,068270,셀트리온,85.59,183600,3.96,0.559
2026-07-03,UPTREND,3,024110,기업은행,83.17,21300,3.4,0.669
2026-07-03,UPTREND,4,010140,삼성중공업,82.96,23500,2.4,0.89
2026-07-03,UPTREND,5,105560,KB금융,82.74,170100,3.09,0.709
2026-07-03,UPTREND,6,161890,한국콜마,82.65,117800,3.61,0.512
2026-07-03,UPTREND,7,257720,실리콘투,81.95,36100,3.29,0.543
2026-07-03,UPTREND,8,086790,하나금융지주,81.25,125600,3.97,0.583
2026-07-03,UPTREND,9,000990,DB하이텍,80.78,120700,3.34,0.496
2026-07-03,UPTREND,10,058470,리노공업,79.14,78600,4.66,0.614
2026-07-03,UPTREND,11,055550,신한지주,79.06,107300,4.99,0.811
2026-07-03,UPTREND,12,000270,기아,78.48,152000,4.68,0.606
2026-07-03,UPTREND,13,042660,한화오션,76.37,106900,2.3,0.724
2026-07-03,UPTREND,14,009150,삼성전기,73.27,1989000,3.27,0.63
2026-07-03,UPTREND,15,002700,신일전자,72.1,1167,3.09,0.803
2026-07-03,UPTREND,16,005380,현대차,70.39,492000,2.07,0.575
2026-07-03,UPTREND,17,347700,스피어,69.98,24900,2.05,0.74
2026-07-03,UPTREND,18,402340,SK스퀘어,69.92,1589000,4.2,0.661
2026-07-03,UPTREND,19,316140,우리금융지주,67.89,30750,1.82,0.756
2026-07-03,UPTREND,20,090430,아모레퍼시픽,66.4,121200,1.51,0.425
2026-07-06,UPTREND,1,028260,삼성물산,87.42,449500,3.69,0.442
2026-07-06,UPTREND,2,257720,실리콘투,86.79,37300,3.32,0.589
2026-07-06,UPTREND,3,000890,보해양조,83.0,1845,3.77,0.915
2026-07-06,UPTREND,4,006800,미래에셋증권,79.95,44750,4.68,0.837
2026-07-06,UPTREND,5,005880,대한해운,79.73,1921,3.34,0.93
2026-07-06,UPTREND,6,015760,한국전력,76.33,39150,2.35,0.698
2026-07-06,UPTREND,7,005930,삼성전자,75.84,318000,2.75,0.984
2026-07-06,UPTREND,8,005380,현대차,70.31,502000,2.03,0.519
2026-07-06,UPTREND,9,016360,삼성증권,69.97,121300,1.85,0.566
2026-07-06,UPTREND,10,005940,NH투자증권,69.84,33100,5.41,0.62
2026-07-06,UPTREND,11,000270,기아,69.76,160700,5.72,0.705
2026-07-06,UPTREND,12,010140,삼성중공업,66.83,23700,0.85,0.86
2026-07-06,UPTREND,13,316140,우리금융지주,63.52,31150,1.3,0.721
2026-07-06,UPTREND,14,006360,GS건설,61.43,30600,7.18,0.853
2026-07-06,UPTREND,15,028050,삼성E&A,59.82,48300,0.42,0.736
2026-07-06,UPTREND,16,042660,한화오션,59.12,116100,8.61,0.899
2026-07-06,UPTREND,17,035720,카카오,58.48,35600,0.28,0.651
2026-07-06,UPTREND,18,058730,다스코,58.24,3530,1.88,0.791
2026-07-06,UPTREND,19,003490,대한항공,57.31,28750,-0.35,0.783
2026-07-06,UPTREND,20,043260,성호전자,56.49,21250,-3.85,0.752
2026-07-07,UPTREND,1,257720,실리콘투,83.82,38500,3.22,0.566
2026-07-07,UPTREND,2,013700,까뮤이앤씨,79.62,1419,3.58,0.93
2026-07-07,UPTREND,3,001210,금호전기,78.54,1002,4.05,1.0
2026-07-07,UPTREND,4,073240,금호타이어,72.05,6330,2.76,0.984
2026-07-07,UPTREND,5,066570,LG전자,71.86,189100,1.83,0.698
2026-07-07,UPTREND,6,032640,LG유플러스,71.02,14990,5.56,0.62
2026-07-07,UPTREND,7,003490,대한항공,68.77,29150,1.39,0.814
2026-07-07,UPTREND,8,006360,GS건설,65.22,30900,0.98,0.806
2026-07-07,UPTREND,9,316140,우리금융지주,64.92,31550,1.28,0.736
2026-07-07,UPTREND,10,105560,KB금융,64.38,173200,1.35,0.667
2026-07-07,UPTREND,11,086790,하나금융지주,64.36,126900,1.68,0.473
2026-07-07,UPTREND,12,028300,HLB,61.63,51700,6.05,0.488
2026-07-07,UPTREND,13,047040,대우건설,60.26,16820,-6.97,0.837
2026-07-07,UPTREND,14,055550,신한지주,58.9,108600,0.84,0.659
2026-07-07,UPTREND,15,004830,덕성,58.29,3580,5.76,0.915
2026-07-07,UPTREND,16,043260,성호전자,55.27,19400,-8.71,0.721
2026-07-07,UPTREND,17,080220,제주반도체,55.17,82300,-7.84,0.674
2026-07-07,UPTREND,18,011230,삼화전자,55.1,3445,1.47,0.884
2026-07-07,UPTREND,19,010170,대한광통신,55.0,10960,-3.27,0.922
2026-07-07,UPTREND,20,353200,대덕전자,54.36,116700,-5.89,0.597
2026-07-08,UPTREND,1,066570,LG전자,96.21,195800,3.54,0.848
2026-07-08,UPTREND,2,034220,LG디스플레이,92.11,11240,3.31,0.955
2026-07-08,UPTREND,3,204620,글로벌텍스프리,87.78,5130,3.74,0.818
2026-07-08,UPTREND,4,010950,S-Oil,83.82,131600,3.3,0.523
2026-07-08,UPTREND,5,000890,보해양조,78.89,1783,4.21,0.939
2026-07-08,UPTREND,6,000270,기아,73.76,156800,2.02,0.682
2026-07-08,UPTREND,7,011200,HMM,66.08,20050,2.3,0.697
2026-07-08,UPTREND,8,000660,SK하이닉스,62.94,2076000,-5.68,0.947
2026-07-08,UPTREND,9,005930,삼성전자,62.88,277500,-6.25,0.985
2026-07-08,UPTREND,10,047040,대우건설,61.65,15830,-5.89,0.917
2026-07-08,UPTREND,11,028670,팬오션,60.5,5170,1.57,0.826
2026-07-08,UPTREND,12,003490,대한항공,57.44,28150,-3.43,0.879
2026-07-08,UPTREND,13,105560,KB금융,56.74,171000,-1.27,0.742
2026-07-08,UPTREND,14,009150,삼성전기,56.41,1479000,-10.25,0.598
2026-07-08,UPTREND,15,068270,셀트리온,56.3,176800,-0.79,0.508
2026-07-08,UPTREND,16,058470,리노공업,55.94,69200,-3.76,0.576
2026-07-08,UPTREND,17,402340,SK스퀘어,54.96,1270000,-6.34,0.636
2026-07-08,UPTREND,18,042660,한화오션,54.63,82000,-8.69,0.841
2026-07-08,UPTREND,19,080220,제주반도체,54.59,75400,-8.38,0.689
2026-07-08,UPTREND,20,073240,금호타이어,54.52,6400,1.11,0.97
2026-07-09,UPTREND,1,009830,한화솔루션,89.17,30800,3.18,0.848
2026-07-09,UPTREND,2,017670,SK텔레콤,86.84,86700,3.21,0.591
2026-07-09,UPTREND,3,403870,HPSP,83.36,39300,2.75,0.818
2026-07-09,UPTREND,4,000660,SK하이닉스,82.96,2186000,5.3,0.924
2026-07-09,UPTREND,5,010170,대한광통신,82.53,10650,3.0,0.955
2026-07-09,UPTREND,6,010120,LS ELECTRIC,81.06,189400,3.22,0.629
2026-07-09,UPTREND,7,028300,HLB,80.74,52200,4.19,0.576
2026-07-09,UPTREND,8,080220,제주반도체,79.61,77700,3.05,0.682
2026-07-09,UPTREND,9,032820,우리기술,78.32,10050,2.45,0.833
2026-07-09,UPTREND,10,402340,SK스퀘어,77.83,1327000,4.49,0.515
2026-07-09,UPTREND,11,000990,DB하이텍,74.5,116700,4.38,0.402
2026-07-09,UPTREND,12,047040,대우건설,72.3,16040,1.33,0.917
2026-07-09,UPTREND,13,004090,한국석유,69.22,11230,2.84,0.803
2026-07-09,UPTREND,14,030530,원익홀딩스,68.98,16960,3.41,0.47
2026-07-09,UPTREND,15,032640,LG유플러스,68.35,15200,2.63,0.674
2026-07-09,UPTREND,16,240810,원익IPS,67.75,104900,2.14,0.667
2026-07-09,UPTREND,17,005930,삼성전자,65.03,278000,0.18,0.977
2026-07-09,UPTREND,18,058470,리노공업,64.32,70000,1.16,0.553
2026-07-09,UPTREND,19,353200,대덕전자,62.39,112000,5.96,0.485
2026-07-09,UPTREND,20,009150,삼성전기,61.72,1493000,0.95,0.523
2026-07-10,UPTREND,1,009830,한화솔루션,90.69,31900,3.57,0.758
2026-07-10,UPTREND,2,005930,삼성전자,88.08,285000,2.52,0.969
2026-07-10,UPTREND,3,042660,한화오션,86.43,81300,3.44,0.672
2026-07-10,UPTREND,4,055550,신한지주,85.87,109200,4.0,0.633
2026-07-10,UPTREND,5,066570,LG전자,79.92,182400,2.47,0.594
2026-07-10,UPTREND,6,035720,카카오,79.46,35350,5.05,0.703
2026-07-10,UPTREND,7,015760,한국전력,78.21,36200,2.84,0.609
2026-07-10,UPTREND,8,316140,우리금융지주,78.08,31450,4.66,0.719
2026-07-10,UPTREND,9,008350,남선알미늄,76.42,1070,3.48,0.812
2026-07-10,UPTREND,10,042700,한미반도체,75.73,222000,3.02,0.422
2026-07-10,UPTREND,11,006800,미래에셋증권,74.8,42200,4.84,0.648
2026-07-10,UPTREND,12,138930,BNK금융지주,73.46,17850,3.66,0.562
2026-07-10,UPTREND,13,034220,LG디스플레이,72.19,11010,3.09,0.82
2026-07-10,UPTREND,14,024110,기업은행,71.61,21250,3.66,0.586
2026-07-10,UPTREND,15,086790,하나금융지주,70.57,128500,4.81,0.555
2026-07-10,UPTREND,16,058470,리노공업,69.2,73800,5.43,0.531
2026-07-10,UPTREND,17,005880,대한해운,69.12,1929,4.72,0.797
2026-07-10,UPTREND,18,028050,삼성E&A,66.03,44100,4.88,0.664
2026-07-10,UPTREND,19,000270,기아,64.94,147500,1.86,0.516
2026-07-10,UPTREND,20,064400,LG씨엔에스,64.24,71100,2.89,0.492
2026-07-14,UPTREND,1,000660,SK하이닉스,100.0,1913000,3.69,0.977
2026-07-14,UPTREND,2,005930,삼성전자,95.44,263000,3.34,0.992
2026-07-14,UPTREND,3,353200,대덕전자,81.8,117400,3.16,0.573
2026-07-14,UPTREND,4,003490,대한항공,79.88,26500,2.51,0.855
2026-07-14,UPTREND,5,417840,저스템,76.39,12140,4.21,0.527
2026-07-14,UPTREND,6,402340,SK스퀘어,74.13,1190000,2.5,0.489
2026-07-14,UPTREND,7,000400,롯데손해보험,73.51,2350,3.3,0.817
2026-07-14,UPTREND,8,003280,흥아해운,73.45,1825,4.46,1.0
2026-07-14,UPTREND,9,028300,HLB,73.45,26700,4.09,0.779
2026-07-14,UPTREND,10,011200,HMM,68.2,19760,1.07,0.725
2026-07-14,UPTREND,11,036930,주성엔지니어링,66.1,192600,5.53,0.702
2026-07-14,UPTREND,12,240810,원익IPS,65.76,127100,1.84,0.718
2026-07-14,UPTREND,13,017180,명문제약,64.47,1220,2.18,0.939
2026-07-14,UPTREND,14,006340,대원전선,60.1,12750,17.84,0.985
2026-07-14,UPTREND,15,086790,하나금융지주,60.09,134000,1.06,0.588
2026-07-14,UPTREND,16,066570,LG전자,58.31,185400,-0.11,0.649
2026-07-14,UPTREND,17,007610,선도전기,57.11,5130,5.56,0.786
2026-07-14,UPTREND,18,105560,KB금융,56.08,180000,-3.33,0.71
2026-07-14,UPTREND,19,475150,SK이터닉스,55.87,48800,1.56,0.885
2026-07-14,UPTREND,20,089030,테크윙,55.69,48450,10.49,0.863
2026-07-15,UPTREND,1,032820,우리기술,88.18,10730,3.77,0.748
2026-07-15,UPTREND,2,028260,삼성물산,87.26,367000,3.67,0.42
2026-07-15,UPTREND,3,000270,기아,84.7,145000,3.87,0.55
2026-07-15,UPTREND,4,066570,LG전자,82.05,194000,4.64,0.603
2026-07-15,UPTREND,5,034020,두산에너빌리티,81.02,73000,2.96,0.756
2026-07-15,UPTREND,6,175330,JB금융지주,80.69,27900,3.53,0.489
2026-07-15,UPTREND,7,002700,신일전자,77.31,1136,4.03,0.969
2026-07-15,UPTREND,8,034220,LG디스플레이,77.28,10720,3.57,0.824
2026-07-15,UPTREND,9,005940,NH투자증권,76.37,31100,4.36,0.565
2026-07-15,UPTREND,10,018880,한온시스템,74.85,3535,3.97,0.847
2026-07-15,UPTREND,11,009830,한화솔루션,74.31,30800,3.18,0.725
2026-07-15,UPTREND,12,035720,카카오,73.6,34900,3.1,0.679
2026-07-15,UPTREND,13,005930,삼성전자,73.12,279500,6.27,1.0
2026-07-15,UPTREND,14,010140,삼성중공업,71.13,21850,2.82,0.786
2026-07-15,UPTREND,15,047040,대우건설,69.32,16240,2.59,0.817
2026-07-15,UPTREND,16,005880,대한해운,68.23,1903,2.53,0.779
2026-07-15,UPTREND,17,028050,삼성E&A,67.65,42550,5.98,0.618
2026-07-15,UPTREND,18,086790,하나금융지주,67.59,136800,2.09,0.481
2026-07-15,UPTREND,19,067310,하나마이크론,67.16,39200,2.48,0.71
2026-07-15,UPTREND,20,006340,대원전선,66.82,13400,5.1,0.992
2026-07-16,UPTREND,1,096770,SK이노베이션,93.41,121400,3.76,0.742
2026-07-16,UPTREND,2,035720,카카오,88.36,35900,2.87,0.789
2026-07-16,UPTREND,3,000270,기아,84.76,149700,3.24,0.609
2026-07-16,UPTREND,4,010950,S-Oil,79.04,144900,3.21,0.43
2026-07-16,UPTREND,5,017670,SK텔레콤,72.01,89700,5.53,0.68
2026-07-16,UPTREND,6,032640,LG유플러스,70.35,14620,2.96,0.602
2026-07-16,UPTREND,7,042660,한화오션,67.65,86700,5.73,0.797
2026-07-16,UPTREND,8,119850,지엔씨에너지,66.89,33950,5.27,0.539
2026-07-16,UPTREND,9,024110,기업은행,66.64,21600,1.65,0.648
2026-07-16,UPTREND,10,010140,삼성중공업,64.34,22300,2.06,0.844
2026-07-16,UPTREND,11,011200,HMM,60.11,20050,-0.25,0.703
2026-07-16,UPTREND,12,279570,케이뱅크,59.08,6390,11.13,0.961
2026-07-16,UPTREND,13,028300,HLB,58.82,35300,1.73,0.82
2026-07-16,UPTREND,14,015760,한국전력,58.26,34050,0.44,0.734
2026-07-16,UPTREND,15,017180,명문제약,57.08,1372,5.78,0.914
2026-07-16,UPTREND,16,003490,대한항공,56.31,26500,-0.56,0.766
2026-07-16,UPTREND,17,036540,SFA반도체,56.01,5620,-7.11,0.828
2026-07-16,UPTREND,18,088980,맥쿼리인프라,55.9,10190,0.39,0.633
2026-07-16,UPTREND,19,475150,SK이터닉스,55.2,52000,-2.44,0.867
2026-07-16,UPTREND,20,353200,대덕전자,54.92,138000,-3.63,0.664
2026-07-20,UPTREND,1,067310,하나마이크론,85.09,36650,2.52,0.858
2026-07-20,UPTREND,2,073240,금호타이어,73.9,6100,4.27,0.936
2026-07-20,UPTREND,3,119850,지엔씨에너지,73.76,35500,4.57,0.518
2026-07-20,UPTREND,4,123330,제닉,67.51,26450,4.96,0.454
2026-07-20,UPTREND,5,003280,흥아해운,65.75,1821,2.13,0.986
2026-07-20,UPTREND,6,005930,삼성전자,65.33,244000,-4.31,1.0
2026-07-20,UPTREND,7,000660,SK하이닉스,64.96,1764000,-4.23,0.929
2026-07-20,UPTREND,8,011200,HMM,62.49,20150,0.5,0.709
2026-07-20,UPTREND,9,252990,샘씨엔에스,62.01,15500,6.38,0.816
2026-07-20,UPTREND,10,047040,대우건설,60.62,14540,-4.03,0.844
2026-07-20,UPTREND,11,010950,S-Oil,60.49,146700,1.24,0.532
2026-07-20,UPTREND,12,475150,SK이터닉스,58.97,55900,7.5,0.95
2026-07-20,UPTREND,13,066570,LG전자,58.48,167200,-6.59,0.681
2026-07-20,UPTREND,14,028050,삼성E&A,58.3,39200,-4.04,0.667
2026-07-20,UPTREND,15,034020,두산에너빌리티,57.85,64800,-7.03,0.851
2026-07-20,UPTREND,16,036540,SFA반도체,56.08,5610,-0.18,0.887
2026-07-20,UPTREND,17,028260,삼성물산,55.78,317500,-8.24,0.553
2026-07-20,UPTREND,18,009150,삼성전기,55.67,1275000,-0.16,0.638
2026-07-20,UPTREND,19,017670,SK텔레콤,55.63,84700,-5.57,0.652
2026-07-20,UPTREND,20,316140,우리금융지주,55.27,30550,-3.02,0.766
2026-07-21,UPTREND,1,066570,LG전자,93.16,173200,3.59,0.669
2026-07-21,UPTREND,2,000660,SK하이닉스,93.11,1836000,4.08,0.926
2026-07-21,UPTREND,3,257720,실리콘투,88.29,35650,3.48,0.471
2026-07-21,UPTREND,4,034020,두산에너빌리티,86.39,66800,3.09,0.824
2026-07-21,UPTREND,5,035420,NAVER,85.29,193000,3.82,0.596
2026-07-21,UPTREND,6,000270,기아,84.6,144600,3.29,0.588
2026-07-21,UPTREND,7,105560,KB금융,83.81,174000,3.08,0.647
2026-07-21,UPTREND,8,032820,우리기술,80.67,9490,4.63,0.794
2026-07-21,UPTREND,9,047050,포스코인터내셔널,79.36,52600,3.95,0.449
2026-07-21,UPTREND,10,028050,삼성E&A,77.19,41300,5.36,0.728
2026-07-21,UPTREND,11,093370,후성,76.7,10670,3.79,0.838
2026-07-21,UPTREND,12,009150,삼성전기,76.4,1310000,2.75,0.507
2026-07-21,UPTREND,13,015760,한국전력,74.61,33700,2.12,0.699
2026-07-21,UPTREND,14,005930,삼성전자,74.11,259000,6.15,0.985
2026-07-21,UPTREND,15,006660,삼성공조,72.66,13100,4.3,0.846
2026-07-21,UPTREND,16,003280,흥아해운,71.88,1870,2.69,1.0
2026-07-21,UPTREND,17,010170,대한광통신,70.6,9860,4.23,0.941
2026-07-21,UPTREND,18,001440,대한전선,70.29,26550,3.91,0.765
2026-07-21,UPTREND,19,010120,LS ELECTRIC,68.27,189100,5.47,0.544
2026-07-21,UPTREND,20,055550,신한지주,66.76,104700,2.85,0.654
2026-07-22,UPTREND,1,034220,LG디스플레이,93.48,10110,3.69,0.891
2026-07-22,UPTREND,2,034020,두산에너빌리티,92.42,69200,3.59,0.837
2026-07-22,UPTREND,3,028260,삼성물산,83.44,354000,3.06,0.473
2026-07-22,UPTREND,4,064400,LG씨엔에스,83.22,64600,3.36,0.643
2026-07-22,UPTREND,5,009150,삼성전기,79.75,1345000,2.67,0.581
2026-07-22,UPTREND,6,093370,후성,77.82,11050,3.56,0.868
2026-07-22,UPTREND,7,042660,한화오션,77.62,83900,2.44,0.713
2026-07-22,UPTREND,8,018880,한온시스템,77.61,3535,3.82,0.907
2026-07-22,UPTREND,9,005380,현대차,77.08,418000,4.76,0.605
2026-07-22,UPTREND,10,047040,대우건설,76.82,15270,3.18,0.884
2026-07-22,UPTREND,11,058470,리노공업,76.65,71800,2.57,0.512
2026-07-22,UPTREND,12,007660,이수페타시스,76.21,91600,3.39,0.45
2026-07-22,UPTREND,13,032820,우리기술,76.04,9980,5.16,0.845
2026-07-22,UPTREND,14,066570,LG전자,74.98,182700,5.48,0.729
2026-07-22,UPTREND,15,010140,삼성중공업,74.03,21600,1.65,0.829
2026-07-22,UPTREND,16,096770,SK이노베이션,71.8,118400,1.81,0.574
2026-07-22,UPTREND,17,006340,대원전선,71.73,12160,2.7,0.977
2026-07-22,UPTREND,18,001440,대한전선,69.88,27450,3.39,0.744
2026-07-22,UPTREND,19,035420,NAVER,69.75,196900,2.02,0.612
2026-07-22,UPTREND,20,000720,현대건설,68.36,98600,5.12,0.465
2026-07-23,UPTREND,1,005930,삼성전자,99.0,270000,3.65,0.976
2026-07-23,UPTREND,2,006800,미래에셋증권,84.91,39200,4.26,0.714
2026-07-23,UPTREND,3,000660,SK하이닉스,82.8,1919000,4.86,0.794
2026-07-23,UPTREND,4,005380,현대차,81.05,432000,3.35,0.484
2026-07-23,UPTREND,5,003280,흥아해운,80.36,2035,3.46,0.992
2026-07-23,UPTREND,6,034220,LG디스플레이,80.29,10480,3.66,0.833
2026-07-23,UPTREND,7,015760,한국전력,78.9,35600,5.01,0.69
2026-07-23,UPTREND,8,332570,PS일렉트로닉스,77.82,7200,3.9,0.897
2026-07-23,UPTREND,9,003490,대한항공,77.44,25750,3.41,0.738
2026-07-23,UPTREND,10,011200,HMM,77.39,21000,3.45,0.659
2026-07-23,UPTREND,11,058730,다스코,77.2,4170,3.99,0.913
2026-07-23,UPTREND,12,017670,SK텔레콤,71.68,99500,5.74,0.762
